,seller,sales,shop_since,rating,favorers,listings,categories,macrame_products,years_in_business,items_sold_per_year,items_sold_per_month,avg_product_price,sales_per_month,sales_per_year,macrame_products_ratio,macrame_products_sales_per_year,macrame_products_sales_per_month,jewelry_products,decoration_products,material_products,macrame_sample_size,sample_listed_products,other_products
165,23PalominoBoutique,20,2016,5.0,1227,20,7,18,3,6.666666666666668,0.5555555555555556,674.3539999999998,374.6411111111112,4495.693333333333,90.0,4046.123999999999,337.17699999999996,0.0,10.0,0.0,55.555555555555564,10.0,0.0
166,TheKnottyRds,9,2018,5.0,5,19,2,19,1,9.0,0.75,,,,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0
167,becausetoday,0,2018,0.0,2,3,1,3,1,0.0,0.0,1888.67,0.0,0.0,100.0,0.0,0.0,0.0,3.0,0.0,100.0,3.0,0.0
168,UrbanNomadStudio,65,2016,5.0,102,95,10,68,3,21.66666666666667,1.805555555555556,1489.13,2688.706944444444,32264.48333333333,71.57894736842105,23094.57754385965,1924.5481286549705,0.0,26.0,0.0,38.23529411764706,26.0,0.0
169,ThereAndBackVintage,1303,2014,4.9726,494,526,8,1,5,260.6,21.716666666666665,397.61,8634.763833333333,103617.166,0.19011406844106465,196.99080988593155,16.415900823827627,0.0,1.0,0.0,100.0,1.0,0.0
170,MAJAMIstudio,490,2016,5.0,2160,73,6,73,3,163.33333333333334,13.611111111111109,4591.261666666666,62492.17268518518,749906.0722222222,100.0,749906.0722222222,62492.17268518518,0.0,42.0,0.0,57.534246575342465,42.0,0.0
171,MartaJewelry,432,2013,5.0,2727,199,11,176,6,72.0,6.0,129.22,775.3199999999998,9303.84,88.44221105527639,8228.521809045227,685.7101507537689,1.0,0.0,2.0,1.7045454545454546,3.0,0.0
172,UrbanJungleDesignCA,60,2018,5.0,153,55,4,51,1,60.0,5.0,1220.5422222222223,6102.711111111112,73232.53333333334,92.72727272727272,67906.53090909093,5658.877575757577,0.0,25.0,11.0,70.58823529411767,36.0,0.0
173,MeganCrowleyMacrame,68,2018,4.8571,41,12,0,11,1,68.0,5.666666666666668,1361.8290000000004,7717.031000000003,92604.37200000002,91.66666666666669,84887.34100000003,7073.945083333336,0.0,10.0,0.0,90.9090909090909,10.0,0.0
174,TheCraftyGalSupplies,4795,2015,4.9211,1225,371,14,6,4,1198.75,99.89583333333331,97.69,9758.823958333332,117105.8875,1.6172506738544474,1893.895754716981,157.8246462264151,0.0,0.0,1.0,16.666666666666668,1.0,0.0
175,SugarWolves,260,2011,4.8462,296,9,3,9,8,32.5,2.708333333333333,543.4066666666666,1471.7263888888888,17660.716666666667,100.0,17660.716666666667,1471.7263888888888,0.0,4.0,2.0,66.66666666666667,6.0,0.0
176,LifetimeButtonsLCA,342,2017,5.0,159,233,18,135,2,171.0,14.25,198.81,2833.0425,33996.51,57.93991416309014,19697.548712446354,1641.4623927038626,0.0,0.0,5.0,3.703703703703704,5.0,0.0
177,hopeandbalance,22,2015,5.0,51,12,2,12,4,5.5,0.4583333333333333,510.2716666666667,233.87451388888888,2806.494166666667,100.0,2806.494166666667,233.87451388888888,0.0,6.0,0.0,50.0,6.0,0.0
178,PreslieAlexanderHome,9,2015,5.0,15,16,0,16,4,2.25,0.1875,447.315,83.87156249999998,1006.45875,100.0,1006.45875,83.87156249999998,0.0,2.0,0.0,12.5,2.0,0.0
179,RainyDayWomanDesigns,1,2018,5.0,10,15,2,15,1,1.0,0.08333333333333333,3148.60875,262.3840625,3148.60875,100.0,3148.60875,262.3840625,0.0,8.0,0.0,53.33333333333334,8.0,0.0
180,Naturamacrame,271,2016,5.0,528,22,6,21,3,90.33333333333331,7.527777777777778,2703.778333333333,20353.4424537037,244241.30944444446,95.45454545454544,233139.43174242426,19428.28597853535,0.0,5.0,1.0,28.57142857142857,6.0,0.0
181,MacrameUK,585,2016,4.9815,647,18,3,18,3,195.0,16.25,3043.752857142857,49460.98392857143,593531.8071428571,100.0,593531.8071428571,49460.98392857143,0.0,2.0,5.0,38.888888888888886,7.0,0.0
182,MacrameHomeStore,17,2018,5.0,449,86,18,86,1,17.0,1.4166666666666667,1067.39,1512.1358333333335,18145.63,100.0,18145.63,1512.1358333333335,0.0,29.0,0.0,33.72093023255814,29.0,0.0
183,WhiteOwlKnot,213,2016,4.96772903226,357,109,12,109,3,71.0,5.916666666666668,580.8958333333334,3436.967013888889,41243.60416666667,100.0,41243.60416666667,3436.967013888889,0.0,21.0,25.0,42.20183486238532,46.0,2.0
184,FireflyandFawn,134,2015,5.0,90,14,3,1,4,33.5,2.7916666666666665,4671.97,13042.582916666664,156510.995,7.142857142857142,11179.356785714288,931.6130654761906,0.0,1.0,0.0,100.0,1.0,0.0
185,BlueLotusHemp,774,2013,4.9024,495,87,9,41,6,129.0,10.75,755.47,8121.302500000002,97455.63,47.12643678160919,45927.36586206897,3827.280488505747,0.0,0.0,0.0,0.0,0.0,2.0
186,MeawBeads,7641,2016,4.9349,1348,238,16,147,3,2547.0,212.25,29.305,6219.98625,74639.835,61.764705882352935,46101.07455882354,3841.756213235294,0.0,0.0,2.0,1.3605442176870748,2.0,0.0
187,SweetSmilingSoul,9,2017,5.0,5,9,1,9,2,4.5,0.375,1463.96,548.985,6587.82,100.0,6587.82,548.985,0.0,1.0,0.0,11.111111111111109,1.0,0.0
188,AdiVardiJewelry,50,2014,0.0,453,19,5,19,5,10.0,0.8333333333333334,467.593,389.66083333333336,4675.93,100.0,4675.93,389.66083333333336,0.0,1.0,9.0,52.631578947368425,10.0,0.0
189,HIMOART,635,2013,4.95,5612,10,3,6,6,105.83333333333331,8.819444444444445,6030.483333333333,53185.512731481474,638226.1527777776,60.0,382935.69166666653,31911.30763888888,0.0,3.0,0.0,50.0,3.0,0.0
190,SupplyShopCo,591,2013,4.8462,341,38,3,4,6,98.5,8.208333333333334,87.47399999999998,718.0157499999998,8616.188999999997,10.526315789473683,906.9672631578945,75.58060526315789,0.0,0.0,5.0,125.0,5.0,0.0
191,EMiCraftsLT,371,2017,4.9048,955,109,9,9,2,185.5,15.458333333333336,151.76857142857145,2346.089166666667,28153.070000000003,8.256880733944952,2324.565412844037,193.7137844036697,0.0,0.0,7.0,77.77777777777777,7.0,0.0
192,VitalMatterStudio,9,2018,5.0,12,22,0,22,1,9.0,0.75,1859.4323529411765,1394.5742647058826,16734.891176470588,100.0,16734.891176470588,1394.5742647058826,0.0,16.0,0.0,72.72727272727273,16.0,1.0
193,ScrappyMacrame,4,2018,5.0,4,5,0,5,1,4.0,0.3333333333333333,382.605,127.535,1530.42,100.0,1530.42,127.535,0.0,2.0,0.0,40.0,2.0,0.0
194,MonoMeyStudio,1763,2016,4.8993,1087,98,9,50,3,587.6666666666666,48.97222222222222,392.1574074074074,19204.81970164609,230457.83641975306,51.020408163265316,117580.52878558828,9798.377398799026,0.0,0.0,27.0,54.0,27.0,0.0
195,VictorianWardrobe,10111,2012,4.9594,4717,3655,20,8,7,1444.428571428571,120.36904761904762,119.28,14357.62,172291.44,0.2188782489740082,377.108487004104,31.425707250342,1.0,0.0,1.0,25.0,2.0,0.0
196,BCFunkFactory,1951,2014,4.9545,275,395,11,51,5,390.2,32.516666666666666,31.31711111111112,1018.3280629629633,12219.936755555558,12.911392405063289,1577.7639861603375,131.48033218002814,0.0,0.0,45.0,88.23529411764706,45.0,0.0
197,owlheartmagestics,11,2017,5.0,38,25,0,17,2,5.5,0.4583333333333333,1194.6499999999996,547.5479166666664,6570.574999999998,68.0,4467.990999999999,372.3325833333332,0.0,11.0,0.0,64.70588235294117,11.0,0.0
198,MacrameByAbbie,0,2019,0.0,3,4,0,4,0,0.0,0.0,1546.6,0.0,0.0,100.0,0.0,0.0,0.0,2.0,0.0,50.0,2.0,0.0
199,vintagepatternfreak,1685,2017,4.916,243,2657,16,173,2,842.5,70.20833333333333,30.08744186046506,2112.3891472868177,25348.66976744181,6.5111027474595415,1650.4779336723498,137.53982780602914,0.0,0.0,172.0,99.42196531791909,172.0,0.0
200,DelicateKnots,12,2018,5.0,11,17,0,16,1,12.0,1.0,852.0328571428571,852.0328571428571,10224.394285714283,94.11764705882355,9622.959327731092,801.9132773109244,0.0,7.0,0.0,43.75,7.0,0.0
201,ThenaandRo,46,2017,5.0,32,8,0,8,2,23.0,1.9166666666666667,1988.072857142857,3810.472976190476,45725.67571428571,100.0,45725.67571428571,3810.472976190476,0.0,7.0,0.0,87.5,7.0,0.0
202,WaterAndWillowStudio,78,2017,5.0,26,31,3,2,2,39.0,3.25,59.44,193.18,2318.16,6.451612903225807,149.55870967741933,12.463225806451614,0.0,0.0,2.0,100.0,2.0,0.0
203,ChristinaCay,387,2014,5.0,479,15,2,15,5,77.4,6.45,164.35250000000005,1060.0736250000002,12720.883500000002,100.0,12720.883500000002,1060.0736250000002,3.0,0.0,16.0,126.66666666666669,19.0,0.0
204,purplewyvernjewels,5602,2011,4.9084,1315,295,14,19,8,700.25,58.35416666666666,52.92529411764706,3088.411433823529,37060.937205882365,6.4406779661016955,2386.97561665005,198.91463472083748,1.0,0.0,17.0,94.73684210526315,18.0,0.0
205,HomeBubble,0,2018,0.0,7,12,0,5,1,0.0,0.0,1670.95,0.0,0.0,41.66666666666666,0.0,0.0,0.0,1.0,0.0,20.0,1.0,0.0
206,KnotForKnotMacrame,1,2019,0.0,2,10,0,10,0,1.0,0.5,110.36666666666667,55.18333333333334,110.36666666666667,100.0,110.36666666666667,55.18333333333334,0.0,1.0,0.0,10.0,1.0,2.0
207,PrettyTwistedDIY,117,2018,5.0,61,49,7,4,1,117.0,9.75,99.2,967.2,11606.4,8.16326530612245,947.461224489796,78.95510204081634,0.0,0.0,1.0,25.0,1.0,0.0
208,LoomandboardCo,1,2018,0.0,32,10,3,7,1,1.0,0.08333333333333333,,,,70.0,,,0.0,0.0,0.0,0.0,0.0,0.0
209,MituDesignCo,106,2017,4.5,83,63,6,44,2,53.0,4.416666666666667,600.9642857142858,2654.2589285714284,31851.107142857138,69.84126984126982,22245.217687074823,1853.7681405895692,0.0,7.0,0.0,15.909090909090908,7.0,0.0
210,morenamacrame,60,2012,5.0,4051,36,9,27,7,8.571428571428571,0.7142857142857143,219.1475,156.53392857142856,1878.4071428571426,75.0,1408.805357142857,117.40044642857143,2.0,0.0,3.0,18.51851851851852,5.0,0.0
211,HandmadeCraftSupply,7916,2014,4.8703,4779,5556,10,914,5,1583.2,131.93333333333334,315.9862500000001,41689.11925000002,500269.4310000002,16.450683945284382,82297.74296868253,6858.145247390211,0.0,0.0,72.0,7.87746170678337,72.0,0.0
212,NomaMacrame,360,2016,5.0,1562,92,12,92,3,120.0,10.0,1986.332,19863.32,238359.84,100.0,238359.84,19863.32,0.0,60.0,0.0,65.21739130434783,60.0,0.0
213,lulupica,441,2013,5.0,1351,174,6,171,6,73.5,6.125,284.0680000000001,1739.9165000000007,20878.998000000003,98.27586206896551,20519.015275862075,1709.9179396551726,0.0,0.0,0.0,0.0,0.0,5.0
214,KnottyCotton,47,2016,4.8571,87,16,3,16,3,15.666666666666664,1.3055555555555556,576.5425,752.7082638888891,9032.499166666666,100.0,9032.499166666666,752.7082638888891,0.0,1.0,3.0,25.0,4.0,0.0
215,CarlaSimpleLiving,25,2018,5.0,30,40,7,21,1,25.0,2.083333333333333,541.355,1127.8229166666667,13533.875,52.5,7105.284375,592.1070312500002,0.0,2.0,0.0,9.523809523809524,2.0,0.0
216,TwistedandKnottyUS,12,2017,5.0,9,84,3,68,2,6.0,0.5,246.52000000000004,123.26000000000002,1479.1200000000006,80.95238095238095,1197.3828571428571,99.78190476190477,0.0,5.0,0.0,7.352941176470589,5.0,0.0
217,YesterFinds,689,2016,5.0,128,145,13,45,3,229.66666666666663,19.13888888888889,131.58475000000004,2518.385909722223,30220.63091666668,31.03448275862069,9378.816491379312,781.568040948276,0.0,0.0,40.0,88.8888888888889,40.0,0.0
218,TheNakedApple,5,2017,5.0,8,6,0,3,2,2.5,0.20833333333333331,,,,50.0,,,0.0,0.0,0.0,0.0,0.0,0.0
219,Latute,1,2017,0.0,43,7,2,7,2,0.5,0.04166666666666666,503.3766666666667,20.974027777777774,251.68833333333336,100.0,251.68833333333336,20.974027777777774,0.0,6.0,0.0,85.71428571428571,6.0,0.0
220,TheGoodWitchPatterns,104,2018,5.0,21,268,11,21,1,104.0,8.666666666666666,37.27500000000001,323.05000000000007,3876.6000000000013,7.835820895522388,303.763432835821,25.313619402985086,0.0,0.0,24.0,114.28571428571428,24.0,0.0
221,FlorDeAwita,38,2017,5.0,69,36,7,25,2,19.0,1.5833333333333333,821.6487499999997,1300.9438541666666,15611.326249999995,69.44444444444444,10841.19878472222,903.433232060185,0.0,8.0,0.0,32.0,8.0,0.0
222,KnottingHillBlue,5,2017,5.0,16,32,0,29,2,2.5,0.20833333333333331,764.5566666666667,159.28263888888893,1911.3916666666669,90.625,1732.1986979166668,144.34989149305557,0.0,6.0,0.0,20.689655172413797,6.0,0.0
223,BloomandBestow,0,2018,0.0,4,9,1,9,1,0.0,0.0,5347.909999999999,0.0,0.0,100.0,0.0,0.0,0.0,7.0,0.0,77.77777777777777,7.0,0.0
224,NaviGemstoneNrareArt,9,2018,4.8,25,268,14,109,1,9.0,0.75,,,,40.671641791044784,,,0.0,0.0,0.0,0.0,0.0,0.0
225,FabrictalesShop,295,2016,4.9583,316,418,20,71,3,98.33333333333331,8.194444444444445,131.1925,1075.0496527777775,12900.595833333333,16.985645933014354,2191.2495314992025,182.60412762493354,1.0,0.0,4.0,7.042253521126762,5.0,0.0
226,AGemstoneHub,15,2018,4.5,23,282,2,39,1,15.0,1.25,,,,13.829787234042554,,,0.0,0.0,0.0,0.0,0.0,0.0
227,GANXXET,5947,2014,4.9882,2802,363,12,341,5,1189.4,99.11666666666666,385.7738461538463,38236.61771794873,458839.4126153848,93.93939393939394,431030.9633659675,35919.24694716396,0.0,0.0,39.0,11.436950146627565,39.0,0.0
228,KnotspotJewelry,23,2018,5.0,34,30,7,30,1,23.0,1.9166666666666667,788.29,1510.8891666666666,18130.67,100.0,18130.67,1510.8891666666666,1.0,0.0,0.0,3.333333333333333,1.0,0.0
229,knotandfibre,60,2016,5.0,47,27,2,27,3,20.0,1.6666666666666667,944.33,1573.8833333333334,18886.6,100.0,18886.6,1573.8833333333334,0.0,0.0,0.0,0.0,0.0,1.0
230,Sixandfingers,8,2018,5.0,8,12,3,12,1,8.0,0.6666666666666666,1403.5663636363636,935.710909090909,11228.530909090909,100.0,11228.530909090909,935.710909090909,0.0,11.0,0.0,91.66666666666669,11.0,0.0
231,MINTOOK,209,2010,5.0,6119,182,11,13,9,23.222222222222218,1.935185185185185,434.7266666666666,841.2766049382715,10095.31925925926,7.142857142857142,721.0942328042329,60.09118606701939,0.0,3.0,0.0,23.07692307692308,3.0,0.0
232,knottykatty,521,2017,5.0,446,82,9,68,2,260.5,21.70833333333333,950.248333333333,20628.307569444438,247539.69083333324,82.92682926829268,205276.8167886178,17106.401399051483,0.0,7.0,29.0,52.941176470588225,36.0,0.0
233,KingsKountry,1757,2013,4.9268,417,917,10,417,6,292.8333333333333,24.402777777777782,233.87678571428575,5707.243229166667,68486.91875000001,45.47437295528897,31143.99685796074,2595.333071496729,1.0,2.0,56.0,14.148681055155876,59.0,0.0
234,omtarabead,3644,2008,4.9751,1295,222,10,180,11,331.27272727272725,27.60606060606061,521.8675,14406.705833333332,172880.46999999994,81.08108108108108,140173.35405405404,11681.112837837836,4.0,0.0,4.0,4.4444444444444455,8.0,0.0
235,HomeofDunes,152,2017,5.0,297,54,7,45,2,76.0,6.333333333333332,1093.9602564102563,6928.414957264958,83140.97948717947,83.33333333333333,69284.14957264955,5773.679131054129,0.0,20.0,19.0,86.66666666666669,39.0,0.0
236,FlashOfLightShop,10,2017,5.0,385,41,2,13,2,5.0,0.4166666666666667,1166.062,485.85916666666674,5830.31,31.707317073170728,1848.6348780487808,154.0529065040651,0.0,10.0,0.0,76.92307692307692,10.0,0.0
237,Freestylehandmade,41,2018,5.0,27,47,0,18,1,41.0,3.4166666666666665,256.46,876.2383333333332,10514.86,38.29787234042553,4026.9676595744677,335.5806382978723,0.0,0.0,1.0,5.5555555555555545,1.0,0.0
238,DIYCraftzIndia,30,2018,4.75,25,187,4,117,1,30.0,2.5,178.73000000000005,446.8250000000001,5361.9000000000015,62.5668449197861,3354.7716577540114,279.56430481283434,3.0,0.0,0.0,2.5641025641025643,3.0,0.0
239,SereneDreamsCrafts,0,2019,0.0,0,1,0,1,0,0.0,0.0,,,,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0
240,ArtandKnots,0,2018,0.0,6,7,1,7,1,0.0,0.0,10028.24,0.0,0.0,100.0,0.0,0.0,0.0,4.0,0.0,57.14285714285714,4.0,0.0
241,PearlShoreCat,9509,2012,4.7576,2271,444,9,6,7,1358.4285714285713,113.20238095238096,49.70000000000001,5626.158333333335,67513.90000000001,1.351351351351351,912.35,76.02916666666668,0.0,0.0,3.0,50.0,3.0,0.0
242,VintageBeso,15529,2014,4.4745,1909,1619,14,17,5,3105.8,258.81666666666666,40.773,10552.73195,126632.7834,1.0500308832612724,1329.683334033354,110.80694450277949,0.0,0.0,10.0,58.82352941176471,10.0,0.0
243,kcpuglisi,49,2016,5.0,45,12,0,1,3,16.333333333333332,1.3611111111111112,238.57,324.72027777777777,3896.643333333333,8.333333333333334,324.72027777777777,27.06002314814815,0.0,0.0,0.0,0.0,0.0,1.0
244,DeeAndCherie,12,2018,5.0,16,34,0,5,1,12.0,1.0,1045.0459999999996,1045.0459999999996,12540.551999999998,14.705882352941178,1844.198823529412,153.68323529411762,0.0,5.0,0.0,100.0,5.0,0.0
245,makrame,53,2011,5.0,361,53,5,53,8,6.625,0.5520833333333334,485.65857142857146,268.12400297619047,3217.488035714286,100.0,3217.488035714286,268.12400297619047,0.0,1.0,2.0,5.660377358490566,3.0,5.0
246,MACRAMEMODERN,393,2015,4.9024,557,27,1,27,4,98.25,8.1875,324.7183333333333,2658.6313541666664,31903.57625,100.0,31903.57625,2658.6313541666664,0.0,0.0,12.0,44.444444444444436,12.0,0.0
247,eltallerdeanur,15,2015,0.0,56,23,7,11,4,3.75,0.3125,427.93,133.72812499999998,1604.7374999999995,47.82608695652174,767.4831521739128,63.95692934782608,0.0,0.0,0.0,0.0,0.0,4.0
248,WildernessZen,32,2018,5.0,19,36,3,30,1,32.0,2.6666666666666665,443.59181818181816,1182.9115151515152,14194.938181818183,83.33333333333333,11829.115151515149,985.7595959595959,0.0,11.0,0.0,36.66666666666666,11.0,0.0
249,NatalieManquiArts,1,2018,5.0,4,5,1,2,1,1.0,0.08333333333333333,3976.145,331.34541666666667,3976.145,40.0,1590.4580000000005,132.53816666666668,0.0,2.0,1.0,150.0,3.0,0.0
250,Ropedeco,277,2016,4.9245,570,191,15,12,3,92.33333333333331,7.6944444444444455,241.25,1856.2847222222226,22275.416666666664,6.282722513089006,1399.502617801047,116.62521815008728,0.0,0.0,7.0,58.33333333333334,7.0,0.0
251,wiltandbloomdesigns,43,2018,5.0,40,47,9,47,1,43.0,3.583333333333333,1592.6661111111111,5707.053564814814,68484.64277777777,100.0,68484.64277777777,5707.053564814814,0.0,18.0,0.0,38.29787234042553,18.0,0.0
252,PastPerfectPatterns,30392,2009,4.8992,4688,836,14,2,10,3039.2,253.26666666666668,25.45,6445.636666666667,77347.64,0.23923444976076555,185.04220095693782,15.420183413078153,0.0,0.0,1.0,50.0,1.0,0.0
253,Bohochoco,42,2013,5.0,708,53,14,50,6,7.0,0.5833333333333334,1463.965,853.9795833333334,10247.755,94.33962264150944,9667.693396226416,805.6411163522014,0.0,2.0,0.0,4.0,2.0,0.0
254,Kadabros,1305,2010,5.0,4931,102,17,47,9,145.0,12.083333333333336,1058.557857142857,12790.907440476192,153490.88928571428,46.07843137254902,70726.19408263304,5893.8495068860875,0.0,8.0,4.0,25.53191489361702,12.0,2.0
255,MacrameByMandy,4,2018,5.0,8,17,6,17,1,4.0,0.3333333333333333,1491.05,497.01666666666665,5964.2,100.0,5964.2,497.01666666666665,0.0,1.0,0.0,5.882352941176472,1.0,0.0
256,ElMarieMacrame,0,2019,0.0,18,10,0,10,0,0.0,0.0,1073.56,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
257,FabricSewFun,238,2018,5.0,225,359,15,4,1,238.0,19.83333333333333,247.5125,4908.997916666666,58907.975,1.1142061281337048,656.3562674094708,54.69635561745589,0.0,0.0,4.0,100.0,4.0,0.0
258,madameperlina,26664,2012,4.9341,6611,2028,19,19,7,3809.142857142857,317.42857142857144,34.79,11043.34,132520.08000000002,0.9368836291913216,1241.5589349112427,103.46324457593687,0.0,0.0,6.0,31.578947368421048,6.0,0.0
259,LesPorteReves,5,2017,5.0,50,16,2,16,2,2.5,0.20833333333333331,718.47,149.68125,1796.1750000000004,100.0,1796.1750000000004,149.68125,0.0,0.0,0.0,0.0,0.0,1.0
260,jjpotterybeads,724,2010,5.0,1980,56,11,50,9,80.44444444444444,6.703703703703702,400.596,2685.476888888889,32225.722666666665,89.2857142857143,28772.96666666667,2397.7472222222227,3.0,0.0,5.0,16.0,8.0,0.0
261,EveryPicTellsAStory,3257,2012,4.9722,1035,1216,12,27,7,465.28571428571433,38.77380952380953,298.21,11562.737738095237,138752.85285714286,2.2203947368421053,3080.8610420582695,256.73842017152253,0.0,0.0,13.0,48.148148148148145,13.0,0.0
262,AllYarnDrive,56,2018,5.0,25,52,10,44,1,56.0,4.666666666666667,325.2129166666668,1517.6602777777787,18211.92333333334,84.61538461538461,15410.088974358981,1284.1740811965815,0.0,0.0,24.0,54.54545454545455,24.0,0.0
263,KymLightfoot,26,2015,5.0,212,5,2,3,4,6.5,0.5416666666666666,3638.38,1970.789166666667,23649.47,60.0,14189.681999999999,1182.4735,0.0,0.0,0.0,0.0,0.0,2.0
264,KnotsquaredStudio,33,2017,5.0,47,15,4,14,2,16.5,1.375,481.8185714285715,662.5005357142858,7950.00642857143,93.33333333333331,7420.005999999999,618.3338333333334,0.0,0.0,7.0,50.0,7.0,0.0
265,PaulyCreations,103,2017,5.0,94,13,0,13,2,51.5,4.291666666666667,1080.1855555555555,4635.796342592593,55629.55611111112,100.0,55629.55611111112,4635.796342592593,0.0,9.0,0.0,69.23076923076923,9.0,0.0
266,KnottedWorld,227,2012,5.0,1582,14,3,14,7,32.42857142857143,2.702380952380953,292.79,791.2301190476193,9494.76142857143,100.0,9494.76142857143,791.2301190476193,1.0,0.0,0.0,7.142857142857142,1.0,0.0
267,PyneVijos,3,2018,5.0,15,7,2,7,1,3.0,0.25,855.8566666666667,213.96416666666667,2567.57,100.0,2567.57,213.96416666666667,0.0,3.0,0.0,42.857142857142854,3.0,0.0
268,RosewoodMacrame,25,2015,0.0,37,10,0,10,4,6.25,0.5208333333333334,2112.327500000001,1100.170572916667,13202.046875000002,100.0,13202.046875000002,1100.170572916667,0.0,8.0,0.0,80.0,8.0,0.0
269,WallsAura,0,2018,0.0,9,19,4,14,1,0.0,0.0,828.3655555555556,0.0,0.0,73.6842105263158,0.0,0.0,0.0,9.0,0.0,64.28571428571429,9.0,0.0
270,RosaAzulCrafts,1214,2018,4.959,336,352,17,56,1,1214.0,101.16666666666669,128.28,12977.66,155731.92,15.909090909090908,24775.53272727273,2064.627727272727,0.0,0.0,0.0,0.0,0.0,1.0
271,GoldenHornSupplies,18055,2015,4.8955,4438,4192,21,73,4,4513.75,376.14583333333326,67.59,25423.696875,305084.3625,1.741412213740458,5312.776350787213,442.7313625656011,0.0,0.0,2.0,2.7397260273972597,2.0,0.0
272,TheRoyalWeave,0,2018,0.0,3,4,0,4,1,0.0,0.0,2186.8766666666666,0.0,0.0,100.0,0.0,0.0,0.0,3.0,0.0,75.0,3.0,0.0
273,CraftyRobynShop,0,2018,0.0,1,4,0,2,1,0.0,0.0,4415.95,0.0,0.0,50.0,0.0,0.0,0.0,1.0,0.0,50.0,1.0,0.0
274,LaleShopNiki,378,2015,4.8462,2950,144,4,83,4,94.5,7.875,4776.6021052631595,37615.741578947374,451388.8989473685,57.63888888888889,260175.54592105266,21681.295493421054,0.0,38.0,0.0,45.783132530120476,38.0,0.0
275,MidnightRoseCo,57,2017,5.0,62,28,0,26,2,28.5,2.375,1789.26,4249.4925,50993.91,92.85714285714286,47351.48785714285,3945.957321428572,0.0,0.0,0.0,0.0,0.0,1.0
276,Bohotassiedevil,0,2018,0.0,6,14,3,14,1,0.0,0.0,902.66,0.0,0.0,100.0,0.0,0.0,0.0,3.0,0.0,21.428571428571427,3.0,0.0
277,BrightAndBarrow,0,2018,0.0,5,8,1,3,1,0.0,0.0,954.27,0.0,0.0,37.5,0.0,0.0,0.0,1.0,0.0,33.333333333333336,1.0,0.0
278,LaleStudio,33,2018,5.0,217,63,0,63,1,33.0,2.75,6145.787272727273,16900.915,202810.98,100.0,202810.98,16900.915,0.0,33.0,0.0,52.38095238095239,33.0,0.0
279,LettyBeads,2,2019,5.0,3,25,0,5,0,2.0,1.0,198.81,198.81,397.62,20.0,79.524,39.762,0.0,0.0,0.0,0.0,0.0,1.0
280,CraftRivers,25,2019,5.0,20,24,6,4,0,25.0,12.5,123.65,1545.625,3091.25,16.666666666666668,515.2083333333334,257.6041666666667,0.0,0.0,2.0,50.0,2.0,0.0
281,MiniPerlaSupplies,2337,2012,4.859,400,1210,11,930,7,333.85714285714283,27.82142857142857,158.19116279069772,4401.104136212626,52813.2496345515,76.85950413223141,40592.0017852338,3382.6668154361505,20.0,0.0,43.0,6.774193548387097,63.0,0.0
282,jennylouvintage,1793,2011,4.9,697,1299,11,7,8,224.125,18.67708333333333,142.45,2660.550520833333,31926.60625,0.5388760585065435,172.0448373749038,14.33706978124198,0.0,0.0,2.0,28.57142857142857,2.0,0.0
283,CraftyNeneCo,420,2016,5.0,264,35,0,35,3,140.0,11.666666666666664,411.64647058823533,4802.542156862744,57630.50588235294,100.0,57630.50588235294,4802.542156862744,0.0,17.0,0.0,48.57142857142857,17.0,0.0
284,BeachHempJewelry,47,2017,5.0,35,82,7,81,2,23.5,1.9583333333333333,,,,98.78048780487805,,,0.0,0.0,0.0,0.0,0.0,0.0
285,Artesenhilo,63,2016,5.0,76,64,3,64,3,21.0,1.75,1401.59,2452.7825000000007,29433.390000000007,100.0,29433.390000000007,2452.7825000000007,2.0,0.0,0.0,3.125,2.0,2.0
286,PebblesTribalCraft,146,2017,5.0,397,62,4,62,2,73.0,6.083333333333332,1010.6333333333333,6148.019444444444,73776.23333333334,100.0,73776.23333333334,6148.019444444444,0.0,0.0,0.0,0.0,0.0,6.0
287,HempbyDesign,4606,2012,4.9892,2453,141,5,137,7,658.0,54.83333333333334,102.51777777777771,5621.391481481478,67456.69777777774,97.16312056737587,65543.03259259254,5461.919382716046,0.0,0.0,63.0,45.985401459854025,63.0,0.0
288,Bohemianfer,0,2018,0.0,0,5,0,3,1,0.0,0.0,695.83,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
289,ShopLuaBelle,21,2011,5.0,48,52,3,35,8,2.625,0.21875,454.41428571428565,99.403125,1192.8375,67.30769230769229,802.8713942307692,66.90594951923076,0.0,7.0,0.0,20.0,7.0,0.0
290,RopeShopUa,207,2015,5.0,327,70,5,49,4,51.75,4.3125,412.58529411764715,1779.2740808823532,21351.28897058824,70.0,14945.902279411768,1245.4918566176473,0.0,5.0,17.0,44.897959183673464,22.0,0.0
291,StuffZL,100,2017,5.0,129,92,12,3,2,50.0,4.166666666666667,340.4633333333333,1418.5972222222224,17023.166666666664,3.260869565217391,555.1032608695651,46.25860507246377,0.0,0.0,3.0,100.0,3.0,0.0
