,seller,sales,shop_since,rating,favorers,listings,categories,macrame_products,years_in_business,items_sold_per_year,items_sold_per_month,avg_product_price,sales_per_month,sales_per_year,macrame_products_ratio,macrame_products_sales_per_year,macrame_products_sales_per_month,jewelry_products,decoration_products,material_products,macrame_sample_size,sample_listed_products,other_products
39,RainbowCordShop,11138,2013,4.9535,1440,67,15,11,6,1856.333333333333,154.69444444444446,76.86333333333333,11890.330648148147,142683.96777777775,16.417910447761194,23425.72605306799,1952.1438377556665,1.0,0.0,3.0,36.36363636363637,4.0,0.0
40,NyxonCreations,295,2017,5.0,224,52,3,52,2,147.5,12.291666666666664,2814.5278571428557,34595.238244047614,415142.85892857134,100.0,415142.85892857134,34595.238244047614,0.0,42.0,0.0,80.76923076923076,42.0,0.0
41,Bobbiny,10346,2014,4.9473,5360,252,10,250,5,2069.2,172.43333333333337,236.0233333333332,40698.29011111109,488379.48133333295,99.2063492063492,484503.4537037034,40375.28780864195,8.0,0.0,96.0,41.6,104.0,0.0
42,theDopeRope,1090,2015,5.0,4698,50,3,49,4,272.5,22.70833333333333,298.21,6771.852083333332,81262.22499999999,98.0,79636.98049999999,6636.415041666665,0.0,0.0,1.0,2.0408163265306123,1.0,0.0
43,KnotYourMomsMacrame,663,2017,4.9541,203,57,7,50,2,331.5,27.625,299.25499999999994,8266.919374999998,99203.0325,87.71929824561406,87020.20394736841,7251.6836622806995,4.0,0.0,24.0,56.0,28.0,0.0
44,TheStarShop,3771,2014,4.8317,863,1165,13,418,5,754.2,62.85,82.95353312302825,5213.6295567823245,62563.55468138791,35.87982832618026,22447.69601443789,1870.641334536491,29.0,0.0,317.0,82.77511961722487,346.0,0.0
45,TamarThings,353,2017,5.0,335,34,5,34,2,176.5,14.708333333333336,1393.9261290322586,20502.33014784947,246027.9617741936,100.0,246027.9617741936,20502.33014784947,0.0,11.0,20.0,91.17647058823529,31.0,0.0
46,MacrameDesign,10394,2010,4.9772,3642,183,11,182,9,1154.888888888889,96.24074074074076,255.23666666666668,24564.165864197534,294769.9903703704,99.4535519125683,293159.2253956689,24429.93544963908,0.0,5.0,0.0,2.7472527472527477,5.0,1.0
47,RockMountainCo,3115,2016,4.876,1329,71,5,71,3,1038.3333333333333,86.52777777777777,722.0254098360655,62475.254212204,749703.050546448,100.0,749703.050546448,62475.254212204,19.0,0.0,61.0,112.67605633802819,80.0,0.0
48,ByDelunaDesign,2233,2015,4.8696,1382,140,12,131,4,558.25,46.52083333333334,267.6835365853659,12452.861191565044,149434.3342987805,93.57142857142857,139827.8413795732,11652.320114964434,4.0,0.0,82.0,65.64885496183207,86.0,0.0
49,MustangAndSally,3855,2013,4.8723,1193,93,5,87,6,642.5,53.54166666666666,241.45,12927.635416666664,155131.625,93.54838709677419,145123.13306451612,12093.59442204301,0.0,0.0,0.0,0.0,0.0,1.0
50,DriftwoodFamily,258,2018,5.0,111,11,2,11,1,258.0,21.5,132.54,2849.61,34195.32,100.0,34195.32,2849.61,0.0,0.0,3.0,27.272727272727273,3.0,0.0
51,GARMYBOOKS,44,2018,4.6667,24,111,0,85,1,44.0,3.6666666666666665,232.17238805970138,851.298756218905,10215.585074626859,76.57657657657657,7822.745327416966,651.8954439514138,0.0,0.0,67.0,78.82352941176471,67.0,0.0
52,MossPointsNorth,343,2010,4.9259,428,35,6,32,9,38.111111111111114,3.1759259259259265,567.7492307692307,1803.1295014245013,21637.55401709402,91.42857142857143,19782.90652991453,1648.575544159544,0.0,7.0,6.0,40.625,13.0,0.0
53,BermudaDream,1251,2011,4.9474,4253,53,9,53,8,156.375,13.03125,403.73076923076917,5261.116586538462,63133.39903846153,100.0,63133.39903846153,5261.116586538462,0.0,0.0,10.0,18.867924528301888,10.0,3.0
54,JaviviShop,3585,2015,5.0,817,11,2,11,4,896.25,74.6875,960.8516666666667,71763.60885416668,861163.3062500001,100.0,861163.3062500001,71763.60885416668,0.0,0.0,6.0,54.54545454545455,6.0,0.0
55,WeavingPix,399,2017,4.8763,287,18,3,18,2,199.5,16.625,682.5733333333334,11347.781666666668,136173.38,100.0,136173.38,11347.781666666668,0.0,3.0,0.0,16.666666666666668,3.0,0.0
56,KnotJustMacrame,5360,2008,5.0,6247,163,10,161,11,487.27272727272725,40.60606060606061,295.4405405405405,11996.676494676496,143960.11793611792,98.77300613496931,142193.73612095087,11849.478010079238,7.0,0.0,31.0,23.60248447204969,38.0,5.0
57,ickythecat,73976,2015,4.8477,5201,10879,19,121,4,18494.0,1541.166666666667,22.740731707317074,35047.25768292684,420567.09219512204,1.1122345803842264,4677.692633110558,389.80771942587984,0.0,0.0,41.0,33.88429752066116,41.0,0.0
58,LotsofKnotsCa,28,2018,5.0,61,10,7,10,1,28.0,2.333333333333333,1278.95,2984.2166666666667,35810.6,100.0,35810.6,2984.2166666666667,0.0,2.0,1.0,30.0,3.0,0.0
59,VintageCraftLoft,1490,2016,4.8485,322,1413,17,4,3,496.66666666666674,41.388888888888886,99.4,4114.055555555556,49368.66666666667,0.28308563340410475,139.7556027364945,11.646300228041206,0.0,0.0,4.0,100.0,4.0,0.0
60,HouseSparrowNesting,1958,2015,4.9352,1484,64,13,44,4,489.5,40.79166666666666,498.7045714285714,20342.99064285714,244115.8877142857,68.75,167829.67280357142,13985.806066964285,0.0,1.0,34.0,79.54545454545455,35.0,0.0
61,Crafting4Ever2013,4493,2014,4.45,733,247,19,30,5,898.6,74.88333333333334,54.95857142857143,4115.481023809524,49385.77228571429,12.145748987854251,5998.271937536148,499.855994794679,0.0,0.0,21.0,70.0,21.0,0.0
62,AmberEsk,4,2018,5.0,11,11,2,11,1,4.0,0.3333333333333333,600.4399999999998,200.14666666666665,2401.76,100.0,2401.76,200.14666666666665,0.0,7.0,0.0,63.63636363636363,7.0,0.0
63,EverythingOneDollar,311,2018,5.0,43,27,7,18,1,311.0,25.91666666666667,15.039999999999996,389.78666666666663,4677.439999999999,66.66666666666667,3118.293333333333,259.85777777777776,0.0,0.0,9.0,50.0,9.0,0.0
64,tiedtwistedandtrue,1,2018,0.0,16,23,1,23,1,1.0,0.08333333333333333,1904.765,158.73041666666666,1904.765,100.0,1904.765,158.73041666666666,0.0,6.0,0.0,26.08695652173913,6.0,0.0
65,ProopsBrosLTD,11120,2013,4.872,3430,2059,15,54,6,1853.333333333333,154.44444444444446,191.61423076923077,29593.75341880342,355125.0410256409,2.622632345798932,9313.624193970189,776.1353494975156,0.0,0.0,26.0,48.148148148148145,26.0,0.0
66,DaraDwell,3,2018,0.0,12,13,0,12,1,3.0,0.25,878.9839999999999,219.74599999999998,2636.952,92.30769230769229,2434.109538461539,202.84246153846152,0.0,5.0,0.0,41.66666666666666,5.0,0.0
67,Macramelissa,428,2017,4.9298,581,51,6,51,2,214.0,17.833333333333332,1304.9605263157896,23271.796052631576,279261.55263157893,100.0,279261.55263157893,23271.796052631576,0.0,37.0,0.0,72.54901960784314,37.0,1.0
68,MacrameArt,92,2009,5.0,540,20,5,20,10,9.2,0.7666666666666667,494.74428571428564,379.30395238095235,4551.6474285714285,100.0,4551.6474285714285,379.30395238095235,0.0,4.0,3.0,35.0,7.0,0.0
69,PDFPatternsCentral,1200,2016,4.9783,200,901,16,671,3,400.0,33.333333333333336,40.294200477327045,1343.1400159109014,16117.680190930818,74.47280799112097,12003.289021214849,1000.2740851012377,0.0,0.0,419.0,62.4441132637854,419.0,0.0
70,thisiswhatidostudio,514,2016,4.9286,682,3,1,3,3,171.33333333333334,14.277777777777779,298.21,4257.776111111111,51093.31333333333,100.0,51093.31333333333,4257.776111111111,0.0,0.0,3.0,100.0,3.0,0.0
71,Beckinka,4969,2011,5.0,1725,122,6,120,8,621.125,51.76041666666666,608.8011864406773,31511.803077330464,378141.6369279656,98.36065573770493,371942.59369963827,30995.21614163652,24.0,0.0,59.0,69.16666666666667,83.0,0.0
72,WoodenGiftForQueen,50,2017,5.0,1066,72,6,70,2,25.0,2.083333333333333,701.7047540983605,1461.8849043715838,17542.618852459007,97.22222222222223,17055.32388433515,1421.2769903612625,0.0,61.0,0.0,87.14285714285714,61.0,0.0
73,PeacockPeonyHandmade,1607,2017,4.9944,801,31,5,24,2,803.5,66.95833333333333,428.32,28679.59333333333,344155.12,77.4193548387097,266442.67354838713,22203.55612903225,0.0,2.0,1.0,12.5,3.0,0.0
74,captainofthehooks,1074,2016,5.0,299,27,5,7,3,358.0,29.83333333333333,182.48,5443.986666666667,65327.84,25.92592592592593,16936.847407407407,1411.403950617284,0.0,0.0,7.0,100.0,7.0,0.0
75,Annieslittlethings,2158,2017,4.9394,531,388,16,116,2,1079.0,89.91666666666669,162.395,14602.017083333334,175224.20500000002,29.896907216494853,52386.617989690734,4365.5514991408945,0.0,0.0,6.0,5.172413793103448,6.0,0.0
76,ANAPADIY,318,2017,4.9189,89,896,12,54,2,159.0,13.25,88.20583333333332,1168.7272916666666,14024.7275,6.0267857142857135,845.2402734374998,70.436689453125,0.0,0.0,12.0,22.222222222222218,12.0,0.0
77,KnottyKnottyMacrame,3995,2013,4.9583,2563,65,9,62,6,665.8333333333334,55.486111111111114,87.11999999999998,4833.949999999999,58007.39999999999,95.3846153846154,55330.13538461537,4610.844615384614,0.0,0.0,8.0,12.903225806451614,8.0,1.0
78,KnottingToDo,914,2016,4.9804,186,34,2,34,3,304.6666666666667,25.38888888888889,39.62484848484848,1006.0308754208752,12072.370505050503,100.0,12072.370505050503,1006.0308754208752,2.0,0.0,33.0,102.94117647058823,35.0,0.0
79,MacramadeStudio,1,2018,0.0,6,7,1,7,1,1.0,0.08333333333333333,,,,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0
80,YaShiHandmade,12,2018,5.0,19,17,5,17,1,12.0,1.0,626.938,626.938,7523.2559999999985,100.0,7523.2559999999985,626.938,0.0,10.0,0.0,58.82352941176471,10.0,0.0
81,Stickandthread,29,2018,5.0,13,10,0,10,1,29.0,2.4166666666666665,452.2875,1093.028125,13116.3375,100.0,13116.3375,1093.028125,0.0,4.0,0.0,40.0,4.0,0.0
82,CrystalSeedArts,33,2018,5.0,11,26,1,3,1,33.0,2.75,,,,11.538461538461537,,,0.0,0.0,0.0,0.0,0.0,0.0
83,AnnikasAtelier,255,2014,5.0,294,10,2,5,5,51.0,4.25,66.26666666666667,281.6333333333333,3379.6,50.0,1689.8,140.81666666666666,0.0,0.0,6.0,120.0,6.0,0.0
