,sales,favorers,listings,macrame_products,years_in_business,items_sold_per_year,items_sold_per_month,avg_product_price,sales_per_month,sales_per_year,macrame_products_ratio,macrame_products_sales_per_year,macrame_products_sales_per_month,jewelry_products,decoration_products,material_products,macrame_sample_size,sample_listed_products,jewelry_products_profits,decoration_products_profits,material_products_profits,jewelry_products_quantities,decoration_products_quantities,material_products_quantities,decoration_products_sold_per_year,jewelry_products_sold_per_year,material_products_sold_per_year
10,111,412,41,40,2,55.5,4.625,3924.85,18152.43125,217829.175,97.56097560975607,212516.2682926829,17709.68902439024,0.0,4.0,0.0,10.0,4.0,0.0,21251626.829268288,0.0,0.0,0.0975609756097561,0.0,5.414634146341463,0.0,0.0
11,203,133,23,23,1,203.0,16.916666666666668,402.561,6809.99025,81719.883,100.0,81719.883,6809.99025,2.0,0.0,10.0,52.17391304347826,12.0,1361998.05,0.0,6809990.25,0.08695652173913042,0.0,0.43478260869565216,0.0,17.652173913043477,88.2608695652174
12,73,28,31,6,1,73.0,6.083333333333332,668.12,4064.396666666666,48772.76,19.354838709677427,9439.889032258065,786.6574193548387,0.0,1.0,0.0,16.666666666666668,1.0,0.0,943988.9032258064,0.0,0.0,0.03225806451612903,0.0,2.3548387096774195,0.0,0.0
13,6325,9219,117,112,9,702.7777777777777,58.564814814814824,477.3726923076922,27957.24332264957,335486.9198717948,95.72649572649573,321149.8720140258,26762.489334502152,0.0,18.0,8.0,23.214285714285715,26.0,0.0,22233452.677894093,9881534.523508487,0.0,0.15384615384615385,0.06837606837606837,108.11965811965813,0.0,48.05318138651471
14,2713,276,39,34,3,904.3333333333336,75.3611111111111,99.2,7475.822222222223,89709.86666666668,87.17948717948721,78208.60170940173,6517.383475783477,0.0,0.0,1.0,2.9411764705882355,1.0,0.0,0.0,7820860.170940173,0.0,0.0,0.025641025641025644,0.0,0.0,23.1880341880342
15,233,282,33,31,1,233.0,19.416666666666668,1593.2985714285714,30936.547261904765,371238.5671428572,93.93939393939394,348739.26004329004,29061.605003607514,0.0,21.0,0.0,67.74193548387096,21.0,0.0,34873926.004329,0.0,0.0,0.6363636363636364,0.0,148.27272727272728,0.0,0.0
16,1499,2020,80,67,5,299.8,24.98333333333333,110.27666666666666,2755.0787222222225,33060.94466666666,83.75,27688.54115833333,2307.3784298611113,0.0,1.0,2.0,4.477611940298506,3.0,0.0,922951.3719444444,1845902.7438888887,0.0,0.0125,0.025,3.747500000000001,0.0,7.495000000000001
17,3955,2225,112,106,3,1318.3333333333333,109.86111111111113,593.5032530120479,65202.92682396249,782435.1218875499,94.64285714285714,740518.9546435737,61709.91288696449,0.0,0.0,83.0,78.30188679245283,83.0,0.0,0.0,74051895.46435738,0.0,0.0,0.7410714285714286,0.0,0.0,976.9791666666665
18,96,183,48,48,4,24.0,2.0,1883.8496969696967,3767.699393939393,45212.39272727272,100.0,45212.39272727272,3767.699393939393,0.0,33.0,0.0,68.75,33.0,0.0,4521239.2727272725,0.0,0.0,0.6875,0.0,16.5,0.0,0.0
19,424,114,41,36,2,212.0,17.666666666666668,373.39931034482765,6596.721149425288,79160.65379310345,87.8048780487805,69506.91552565183,5792.242960470985,0.0,29.0,0.0,80.55555555555556,29.0,0.0,6950691.552565183,0.0,0.0,0.7073170731707318,0.0,149.95121951219514,0.0,0.0
20,46020,2693,115,103,2,23010.0,1917.5,96.5884375,185208.32890625,2222499.946875,89.56521739130434,1990586.9089402168,165882.24241168474,6.0,0.0,32.0,36.89320388349515,38.0,31430319.614845525,0.0,167628371.27917615,0.052173913043478265,0.0,0.2782608695652174,0.0,1200.521739130435,6402.782608695652
21,1327,564,48,38,3,442.33333333333326,36.861111111111114,196.82,7255.003888888889,87060.04666666666,79.16666666666667,68922.53694444445,5743.544745370371,1.0,0.0,0.0,2.631578947368421,1.0,6892253.694444445,0.0,0.0,0.02083333333333334,0.0,0.0,0.0,9.215277777777779,0.0
22,4069,6293,74,74,5,813.8,67.81666666666666,3232.932666666666,219246.7170111111,2630960.604133333,100.0,2630960.604133333,219246.7170111111,0.0,15.0,0.0,20.27027027027027,15.0,0.0,263096060.4133333,0.0,0.0,0.20270270270270271,0.0,164.95945945945942,0.0,0.0
